"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Foxj1","0.968","-1.833","5.051","-2.110"
"Six6","0.968","-1.833","5.051","-2.110"
"Churc1","0.968","-1.833","4.258","-2.110"
"Gpr65","0.968","-1.833","5.662","-2.110"
"Dglucy","0.968","-1.833","5.051","-2.110"
"Yae1d1","0.968","-1.833","5.988","-2.110"
"Olfr1511","0.968","-1.833","4.258","-2.110"
"Gzmf","0.968","-1.833","5.051","-2.110"
"Nefl","0.968","-1.833","5.051","-2.110"
"Tmtc4","0.968","-1.833","5.051","-2.110"
"Cplane1","0.968","-1.833","5.051","-2.110"
"Top1mt","0.968","-1.833","4.258","-2.110"
"Fam227a","0.968","-1.833","5.051","-2.110"
"Olfr161","0.968","-1.833","5.662","-2.110"
"Ostn","0.968","-1.833","4.258","-2.110"
"Timmdc1","0.968","-1.833","5.051","-2.110"
"Vmn1r231","0.968","-1.833","5.051","-2.110"
"Prss29","0.968","-1.833","5.051","-2.110"
"Kank3","0.968","-1.833","4.258","-2.110"
"H2-M9","0.968","-1.833","5.051","-2.110"
"H2-M2","0.968","-1.833","5.051","-2.110"
"Olfr134","0.968","-1.833","5.051","-2.110"
"Esp22","0.968","-1.833","5.051","-2.110"
"Sult6b1","0.968","-1.833","5.051","-2.110"
"Taf7","0.968","-1.833","4.258","-2.110"
"Sh3tc2","0.968","-1.833","5.051","-2.110"
"Incenp","0.968","-1.833","5.051","-2.110"
"Gsto2","0.968","-1.833","5.843","-2.110"
"Stk26","0.968","-1.833","4.258","-2.110"
"Dusp9","0.968","-1.833","5.051","-2.110"
"Klhl15","0.968","-1.833","4.258","-2.110"
"Fam199x","0.968","-1.833","5.051","-2.110"
"Chrdl1","0.968","-1.833","4.258","-2.110"
"Cldn34b2","0.968","-1.833","5.051","-2.110"
