"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Cybb","0.998","-2.308","1.273","-2.186"
"Elk1","0.998","-2.308","1.273","-2.186"
"Rab33a","0.998","-2.308","1.273","-2.186"
"Mbnl3","0.998","-2.308","1.273","-2.186"
"L1cam","0.998","-2.308","1.273","-2.186"
"Cmc4","0.998","-2.308","2.858","-2.186"
"Tmem28","0.998","-2.308","1.273","-2.186"
"Armcx2","0.998","-2.308","1.273","-2.186"
"Lztr1","0.998","-2.308","3.595","-2.186"
"Zbtb10","0.998","2.303","3.147","1.788"
"Fbf1","0.998","2.302","4.820","1.779"
"Aldh3a1","0.998","-2.301","6.940","-2.178"
"Cdc14b","0.998","2.300","2.954","1.880"
"Arl15","0.998","2.300","2.954","1.880"
"Sin3a","0.998","-2.297","4.797","-1.921"
"Pkhd1","0.998","2.284","3.537","1.850"
"Abcb9","0.998","2.284","3.537","1.850"
"Slc38a6","0.998","2.279","3.464","1.814"
"Rnd3","0.998","2.266","6.148","2.672"
"Rapgef6","0.998","-2.266","3.904","-2.650"
"Alox5","0.998","2.265","2.575","2.449"
"Nr2c2ap","0.998","-2.254","3.349","-1.818"
"Rab4a","0.998","-2.254","3.349","-1.818"
"Mbtd1","0.998","-2.254","3.349","-1.818"
"Rad23b","0.998","-2.251","5.032","-2.273"
"Rbsn","0.998","-2.239","3.898","-1.913"
"Ttc4","0.998","2.239","3.301","1.738"
"Xndc1","0.998","2.239","3.301","1.738"
"Gpr35","0.998","2.228","3.035","1.760"
"Tbpl1","0.998","2.228","3.035","1.760"
"Fbxo4","0.998","2.228","3.035","1.760"
"Pxmp4","0.998","-2.219","3.778","-1.733"
"Usp42","0.998","-2.219","3.778","-1.733"
"Paip2b","0.998","-2.218","2.168","-3.528"
"Etfbkmt","0.998","-2.218","2.168","-3.528"
"Prorp","0.998","-2.216","5.002","-1.920"
"Prpsap2","0.998","-2.213","3.567","-2.144"
"Cyp4f15","0.998","2.203","4.478","1.831"
"Ube2l6","0.998","-2.201","4.839","-1.985"
"Cep89","0.998","2.197","3.208","1.697"
"Pelp1","0.998","2.197","3.208","1.697"
