"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Fnip2","0.135","3.078","0.747","0.320"
"Tiparp","0.136","3.073","0.374","0.286"
"Lama5","0.137","3.072","0.143","0.193"
"Ptdss1","0.137","-3.070","0.738","-0.298"
"Ripk1","0.137","3.069","0.244","0.196"
"Noxo1","0.137","3.068","3.597e-02","9.421e-02"
"Senp2","0.137","3.067","0.416","0.258"
"Tprn","0.137","-3.066","0.868","-0.381"
"Wdr26","0.137","3.066","1.048","0.350"
"Tcf12","0.137","3.064","8.891e-02","0.117"
"Gbp2","0.138","-3.063","0.127","-0.149"
"Tnfrsf23","0.138","3.060","2.954e-02","8.168e-02"
"Muc6","0.139","3.057","0.499","0.316"
"Sprr2f","0.139","3.056","0.122","0.282"
"Celsr1","0.139","3.055","8.442e-02","0.114"
"Rad18","0.139","3.054","2.182e-02","6.235e-02"
"Tram1","0.143","-3.045","0.920","-0.335"
"Ier3","0.143","3.043","0.904","0.402"
"Rab2a","0.144","-3.042","0.510","-0.276"
"Pnrc1","0.144","3.041","0.500","0.289"
"Krt18","0.145","-3.037","1.956","-0.415"
"Zfp36","0.145","3.036","1.495","0.480"
"Brwd1","0.146","3.032","0.370","0.259"
"Fabp5","0.147","-3.031","1.166","-0.445"
"Nnt","0.147","3.030","6.777e-02","0.112"
"Kmt5a","0.148","3.027","1.168","0.372"
"Rhoa","0.151","-3.019","0.789","-0.297"
"Gal3st1","0.151","-3.018","1.447","-0.326"
"Dok2","0.152","3.016","2.494e-02","5.977e-02"
"Pi4k2b","0.152","-3.015","0.189","-0.174"
"Cd63","0.152","3.013","2.095","0.319"
"Rab27a","0.153","-3.011","0.908","-0.323"
"Aff4","0.153","3.010","0.665","0.293"
"Rfx5","0.153","3.008","2.516e-02","6.019e-02"
"Gigyf1","0.153","3.008","0.237","0.220"
"Plxna1","0.153","3.007","0.176","0.203"
"Ifi30","0.155","-3.001","1.431","-0.316"
"Znhit2","0.155","-3.000","0.164","-0.148"
"Kdm6b","0.156","2.998","0.950","0.305"
"Nqo1","0.156","-2.998","1.394","-0.522"
"Cap1","0.156","-2.998","1.070","-0.306"
"Tmem50a","0.156","2.996","0.346","0.230"
"N4bp1","0.157","2.993","1.192","0.305"
"Tead1","0.157","2.991","8.142e-02","0.117"
"Jag2","0.161","2.984","7.136e-02","0.134"
"Trappc6b","0.162","2.980","0.293","0.208"
"Pcx","0.163","-2.977","0.838","-0.299"
