"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Btg2","0.998","-0.111","22.695","-6.939e-02"
"Chit1","0.998","-0.179","6.918","-0.171"
"Chil1","0.998","0.200","0.371","0.990"
"Adora1","0.998","0.327","1.520","0.683"
"Tmem183a","0.998","7.176e-02","13.714","5.093e-02"
"Cyb5r1","0.998","0.760","5.161","0.803"
"Adipor1","0.998","-0.601","16.208","-0.477"
"Klhl12","0.998","-0.142","1.630","-0.281"
"Rabif","0.998","-1.370","3.849","-1.875"
"Kdm5b","0.998","9.512e-02","9.736","7.585e-02"
"Ppp1r12b","0.998","0.765","2.499","1.124"
"Arl8a","0.998","-1.360","6.400","-1.438"
"Elf3","0.998","0.587","84.885","0.316"
"Rnpep","0.998","-0.564","14.439","-0.425"
"Timm17a","0.998","-0.559","5.089","-0.604"
"Lmod1","0.998","-8.998e-02","0.184","-0.448"
"Ipo9","0.998","0.647","4.404","0.725"
"Nav1","0.998","0.607","3.183","0.787"
"Csrp1","0.998","-0.481","12.511","-0.376"
"Lad1","0.998","-0.338","13.663","-0.240"
"Tnnt2","0.998","-0.244","0.297","-1.194"
"Pkp1","0.998","-0.274","0.333","-1.341"
"Tmem9","0.998","0.148","5.060","0.166"
"Kif21b","0.998","0.440","21.394","0.330"
"Mroh3","0.998","0.607","3.256","0.894"
"Inava","0.998","-0.906","10.793","-0.760"
"Camsap2","0.998","-0.504","2.739","-0.746"
"Ddx59","0.998","0.200","0.371","0.990"
"Kif14","0.998","-5.824e-02","0.149","-0.291"
"Zfp281","0.998","-1.252","2.848","-2.039"
"Ptprc","0.998","1.682e-02","1.981","2.834e-02"
"Nek7","0.998","-0.559","3.407","-0.747"
"Dennd1b","0.998","-0.282","7.196","-0.262"
"Zbtb41","0.998","0.135","4.967","0.160"
"Aspm","0.998","0.332","0.593","1.635"
"Cfh","0.998","-0.303","0.369","-1.477"
"Cdc73","0.998","-0.534","11.087","-0.415"
"Glrx2","0.998","-0.631","5.330","-0.713"
"Ro60","0.998","0.392","1.983","0.712"
"Uchl5","0.998","-0.497","2.647","-0.731"
"Rgs2","0.998","-0.621","1.263","-1.699"
"Rgs13","0.998","-0.554","1.614","-1.337"
"Rgs1","0.998","-0.451","0.595","-2.187"
"Pla2g4a","0.998","0.258","22.214","0.164"
"Ptgs2","0.998","0.200","0.371","0.990"
"Odr4","0.998","-0.145","3.184","-0.198"
"Tpr","0.998","-9.814e-02","10.311","-7.735e-02"
"Prg4","0.998","-5.824e-02","0.149","-0.291"
"Ivns1abp","0.998","0.955","86.315","0.478"
"Swt1","0.998","0.262","1.277","0.598"
"Trmt1l","0.998","-0.379","5.826","-0.404"
"Rnf2","0.998","-0.947","2.722","-1.483"
"Fam129a","0.998","0.466","4.810","0.525"
"Edem3","0.998","-0.200","12.126","-0.148"
"Tsen15","0.998","0.645","1.387","1.494"
"Colgalt2","0.998","-8.998e-02","0.184","-0.448"
"Rgl1","0.998","1.778e-02","0.520","8.661e-02"
"Arpc5","0.998","-1.189","11.819","-0.959"
"Ncf2","0.998","-0.653","1.650","-1.437"
"Smg7","0.998","-0.680","5.942","-0.691"
"Lamc2","0.998","-0.200","12.588","-0.147"
"Lamc1","0.998","-1.043","3.153","-1.571"
"Dhx9","0.998","-0.259","14.326","-0.183"
"Npl","0.998","0.200","0.371","0.990"
"Rnasel","0.998","0.560","4.959","0.596"
"Teddm2","0.998","-0.274","0.333","-1.341"
"Glul","0.998","-0.211","10.073","-0.168"
"Ier5","0.998","0.345","2.981","0.461"
"Stx6","0.998","-1.181","1.888","-2.334"
"Xpr1","0.998","-0.494","0.630","-2.267"
"Acbd6","0.998","0.177","7.057","0.164"
"Qsox1","0.998","0.650","89.304","0.329"
"Cep350","0.998","0.770","6.815","0.730"
"Tor1aip1","0.998","-0.401","6.366","-0.387"
"Tor1aip2","0.998","-0.652","34.716","-0.354"
