"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Atp5o","1.000","0.580","4.150","0.900"
"Slc5a3","1.000","0.340","0.445","1.483"
"Kcne2","1.000","0.965","2.030","2.214"
"Smim11","1.000","-0.208","1.567","-0.547"
"Kcne1","1.000","-0.136","7.986e-02","-0.671"
"Rcan1","1.000","0.358","0.122","1.767"
"Clic6","1.000","1.688","27.098","1.677"
"Runx1","1.000","-0.136","4.131","-0.212"
"Setd4","1.000","-0.562","4.874","-0.838"
"Cbr1","1.000","0.314","2.846","0.604"
"Cbr3","1.000","-8.307e-02","0.643","-0.311"
"Dop1b","1.000","3.268e-03","9.135","3.706e-03"
"Morc3","1.000","0.434","2.698","0.834"
"Chaf1b","1.000","0.358","0.122","1.767"
"Hlcs","1.000","-1.027","2.138","-2.267"
"Ripply3","1.000","-0.136","7.986e-02","-0.671"
"Pigp","1.000","0.147","0.605","0.564"
"Ttc3","1.000","0.117","1.087","0.355"
"Vps26c","1.000","-0.672","1.470","-1.701"
"Dyrk1a","1.000","9.039e-02","1.759","0.211"
"Kcnj15","1.000","0.380","7.474","0.463"
