"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Esf1","1.000","-0.536","0.477","-3.238"
"Ndufaf5","1.000","3.962e-02","0.930","0.197"
"Macrod2","1.000","-0.419","0.191","-2.531"
"Flrt3","1.000","-0.322","9.639","-0.540"
"Kif16b","1.000","0.379","16.268","0.515"
"Snrpb2","1.000","-2.338e-02","1.824","-8.676e-02"
"Bfsp1","1.000","-0.213","0.894","-1.101"
"Dstn","1.000","-0.593","179.377","-0.399"
"Rrbp1","1.000","0.249","177.543","0.174"
"Banf2","1.000","-6.523e-02","0.513","-0.383"
"Snx5","1.000","-0.139","1.502","-0.565"
"Mgme1","1.000","-1.512e-02","0.417","-8.877e-02"
"Ovol2","1.000","-0.164","11.916","-0.252"
"Kat14","1.000","0.419","12.394","0.630"
"Polr3f","1.000","0.473","0.680","2.732"
"Rbbp9","1.000","0.110","1.347","0.464"
"Sec23b","1.000","-0.411","14.346","-0.584"
"Smim26","1.000","0.323","1.288","1.382"
"Slc24a3","1.000","-0.468","0.286","-2.825"
"Rin2","1.000","0.139","4.814","0.316"
"Naa20","1.000","-1.414","8.875","-2.639"
"Crnkl1","1.000","-0.925","15.221","-1.365"
"Insm1","1.000","-6.523e-02","0.513","-0.383"
"Ralgapa2","1.000","0.604","56.951","0.522"
"Kiz","1.000","0.228","3.503","0.609"
"Xrn2","1.000","0.523","9.988","0.874"
"Foxa2","1.000","-0.488","25.858","-0.559"
"Thbd","1.000","0.114","2.563","0.364"
"Cd93","1.000","-0.468","0.286","-2.825"
"Nxt1","1.000","-0.104","0.608","-0.610"
"Gzf1","1.000","0.576","4.662","1.415"
"Napb","1.000","6.935e-03","1.025","3.307e-02"
"Cst11","1.000","0.194","0.227","1.147"
"Cst3","1.000","-2.104","400.491","-1.355"
"Zfp120","1.000","0.158","0.644","0.911"
"Zfp937","1.000","-0.348","9.534e-02","-2.108"
"Cst7","1.000","0.370","0.453","2.147"
"Apmap","1.000","1.286e-02","3.552","3.557e-02"
"Acss1","1.000","-0.393","38.987","-0.382"
"Entpd6","1.000","-7.195e-02","2.015","-0.256"
"Pygb","1.000","-0.615","27.440","-0.678"
"Abhd12","1.000","-0.368","105.141","-0.272"
